id,vote_type_id,creation_timestrmpz
47173084,11,2013-05-19 00:00:00+00:00
14886146,15,2011-05-10 00:00:00+00:00
227468011,9,2021-03-03 00:00:00+00:00
235345220,8,2021-07-16 00:00:00+00:00
111504383,15,2016-04-10 00:00:00+00:00
73322964,11,2014-08-14 00:00:00+00:00
232239691,15,2021-05-22 00:00:00+00:00
161831186,15,2018-04-21 00:00:00+00:00
228862015,11,2021-03-26 00:00:00+00:00
30541498,15,2012-07-14 00:00:00+00:00
215160427,8,2020-08-11 00:00:00+00:00
157310236,15,2018-02-16 00:00:00+00:00
144046853,11,2017-08-01 00:00:00+00:00
38717212,8,2012-12-27 00:00:00+00:00
124588790,15,2016-10-20 00:00:00+00:00
201644869,15,2020-01-18 00:00:00+00:00
100049751,8,2015-10-25 00:00:00+00:00
227700516,12,2021-03-08 00:00:00+00:00
93690962,15,2015-07-21 00:00:00+00:00
37390291,15,2012-12-02 00:00:00+00:00
156671064,15,2018-02-07 00:00:00+00:00
174305456,15,2018-10-31 00:00:00+00:00
24368509,15,2012-02-15 00:00:00+00:00
252927800,11,2022-06-14 00:00:00+00:00
43569039,15,2013-03-20 00:00:00+00:00
189218014,15,2019-06-23 00:00:00+00:00
77578858,11,2014-10-30 00:00:00+00:00
22570571,15,2011-12-28 00:00:00+00:00
180566344,15,2019-02-08 00:00:00+00:00
143825777,11,2017-07-28 00:00:00+00:00
56867323,9,2013-11-06 00:00:00+00:00
226790908,15,2021-02-21 00:00:00+00:00
73845894,15,2014-08-23 00:00:00+00:00
201273321,15,2020-01-13 00:00:00+00:00
181002198,15,2019-02-15 00:00:00+00:00
162748049,11,2018-05-05 00:00:00+00:00
11670383,15,2010-12-29 00:00:00+00:00
51998363,12,2013-08-10 00:00:00+00:00
227578657,8,2021-03-05 00:00:00+00:00
170497718,11,2018-09-02 00:00:00+00:00
161343708,15,2018-04-14 00:00:00+00:00
245200489,15,2022-01-17 00:00:00+00:00
58019553,4,2013-11-26 00:00:00+00:00
252031464,9,2022-05-27 00:00:00+00:00
15182025,15,2011-05-19 00:00:00+00:00
30035858,8,2012-07-03 00:00:00+00:00
17453353,15,2011-07-22 00:00:00+00:00
77582725,11,2014-10-30 00:00:00+00:00
57968285,8,2013-11-26 00:00:00+00:00
175494274,15,2018-11-19 00:00:00+00:00
92914503,15,2015-07-09 00:00:00+00:00
24827584,9,2012-02-27 00:00:00+00:00
71874902,9,2014-07-19 00:00:00+00:00
10535355,9,2010-10-29 00:00:00+00:00
139150011,15,2017-05-21 00:00:00+00:00
123513419,9,2016-10-04 00:00:00+00:00
208146197,8,2020-04-30 00:00:00+00:00
52029679,8,2013-08-12 00:00:00+00:00
71917639,12,2014-07-20 00:00:00+00:00
187658869,15,2019-05-28 00:00:00+00:00
195160258,15,2019-10-01 00:00:00+00:00
53900815,11,2013-09-14 00:00:00+00:00
57432180,15,2013-11-16 00:00:00+00:00
139260615,9,2017-05-23 00:00:00+00:00
253320910,12,2022-06-22 00:00:00+00:00
29941854,11,2012-06-30 00:00:00+00:00
29487079,15,2012-06-20 00:00:00+00:00
240143340,8,2021-10-13 00:00:00+00:00
219942093,9,2020-10-29 00:00:00+00:00
29686576,15,2012-06-25 00:00:00+00:00
162158288,15,2018-04-26 00:00:00+00:00
70599056,11,2014-06-26 00:00:00+00:00
22655289,15,2012-01-01 00:00:00+00:00
143634245,11,2017-07-26 00:00:00+00:00
206051048,11,2020-03-31 00:00:00+00:00
129296592,15,2016-12-31 00:00:00+00:00
15290416,15,2011-05-23 00:00:00+00:00
227282071,11,2021-03-01 00:00:00+00:00
200414957,9,2019-12-27 00:00:00+00:00
138872758,9,2017-05-17 00:00:00+00:00
181550040,11,2019-02-23 00:00:00+00:00
57666538,11,2013-11-20 00:00:00+00:00
212716398,8,2020-07-05 00:00:00+00:00
97168578,11,2015-09-11 00:00:00+00:00
194161767,11,2019-09-13 00:00:00+00:00
168380903,8,2018-07-31 00:00:00+00:00
97232814,11,2015-09-12 00:00:00+00:00
168693763,15,2018-08-04 00:00:00+00:00
61161758,15,2014-01-22 00:00:00+00:00
83580211,9,2015-02-15 00:00:00+00:00
228144497,15,2021-03-15 00:00:00+00:00
97914770,9,2015-09-23 00:00:00+00:00
16899571,15,2011-07-04 00:00:00+00:00
248383585,11,2022-03-17 00:00:00+00:00
138088695,8,2017-05-05 00:00:00+00:00
144432333,15,2017-08-06 00:00:00+00:00
193991184,15,2019-09-11 00:00:00+00:00
92121763,15,2015-06-26 00:00:00+00:00
238902878,15,2021-09-20 00:00:00+00:00
168238290,11,2018-07-28 00:00:00+00:00
194119101,9,2019-09-12 00:00:00+00:00
136359879,15,2017-04-10 00:00:00+00:00
228381614,9,2021-03-18 00:00:00+00:00
150276655,8,2017-10-31 00:00:00+00:00
65934157,11,2014-04-07 00:00:00+00:00
253221990,15,2022-06-20 00:00:00+00:00
15229988,8,2011-05-20 00:00:00+00:00
91993881,15,2015-06-25 00:00:00+00:00
188667373,15,2019-06-13 00:00:00+00:00
44313307,15,2013-04-02 00:00:00+00:00
234412030,11,2021-06-29 00:00:00+00:00
245826849,15,2022-01-27 00:00:00+00:00
66299662,15,2014-04-12 00:00:00+00:00
51927906,11,2013-08-09 00:00:00+00:00
226741844,12,2021-02-20 00:00:00+00:00
144398767,15,2017-08-05 00:00:00+00:00
241390579,8,2021-11-04 00:00:00+00:00
193774862,15,2019-09-07 00:00:00+00:00
227454846,11,2021-03-03 00:00:00+00:00
37038130,11,2012-11-26 00:00:00+00:00
109970513,15,2016-03-18 00:00:00+00:00
256105793,15,2022-08-17 00:00:00+00:00
252601568,11,2022-06-08 00:00:00+00:00
31728218,15,2012-08-09 00:00:00+00:00
201479338,9,2020-01-16 00:00:00+00:00
39934077,8,2013-01-19 00:00:00+00:00
251457225,15,2022-05-17 00:00:00+00:00
110111969,15,2016-03-21 00:00:00+00:00
220508794,15,2020-11-08 00:00:00+00:00
226193227,15,2021-02-11 00:00:00+00:00
65449074,9,2014-03-30 00:00:00+00:00
205972640,15,2020-03-30 00:00:00+00:00
188946708,11,2019-06-18 00:00:00+00:00
162093140,15,2018-04-25 00:00:00+00:00
8123105,12,2010-06-15 00:00:00+00:00
130846182,8,2017-01-23 00:00:00+00:00
50238941,8,2013-07-10 00:00:00+00:00
8196741,11,2010-06-19 00:00:00+00:00
206089597,11,2020-04-01 00:00:00+00:00
15298124,15,2011-05-23 00:00:00+00:00
194878245,8,2019-09-25 00:00:00+00:00
240781307,12,2021-10-25 00:00:00+00:00
57103445,8,2013-11-11 00:00:00+00:00
45162493,15,2013-04-15 00:00:00+00:00
183310214,11,2019-03-20 00:00:00+00:00
71517885,15,2014-07-13 00:00:00+00:00
37336555,15,2012-11-30 00:00:00+00:00
47210075,11,2013-05-20 00:00:00+00:00
52097070,9,2013-08-13 00:00:00+00:00
143534650,9,2017-07-25 00:00:00+00:00
161782450,8,2018-04-20 00:00:00+00:00
22332910,15,2011-12-20 00:00:00+00:00
29666644,15,2012-06-24 00:00:00+00:00
175806137,9,2018-11-24 00:00:00+00:00
195495220,15,2019-10-07 00:00:00+00:00
15378473,15,2011-05-26 00:00:00+00:00
25007644,15,2012-03-02 00:00:00+00:00
78585345,9,2014-11-17 00:00:00+00:00
252017826,15,2022-05-27 00:00:00+00:00
130208213,9,2017-01-13 00:00:00+00:00
206889823,8,2020-04-13 00:00:00+00:00
221185387,12,2020-11-19 00:00:00+00:00
206359643,11,2020-04-05 00:00:00+00:00
23122474,15,2012-01-13 00:00:00+00:00
104390700,11,2015-12-31 00:00:00+00:00
226810978,15,2021-02-21 00:00:00+00:00
234686609,15,2021-07-04 00:00:00+00:00
66364147,11,2014-04-14 00:00:00+00:00
254299161,11,2022-07-12 00:00:00+00:00
248949499,11,2022-03-28 00:00:00+00:00
137481755,15,2017-04-26 00:00:00+00:00
23612239,15,2012-01-26 00:00:00+00:00
77754680,8,2014-11-03 00:00:00+00:00
176168269,8,2018-11-29 00:00:00+00:00
85206147,15,2015-03-14 00:00:00+00:00
187423368,15,2019-05-23 00:00:00+00:00
154892218,15,2018-01-11 00:00:00+00:00
24155411,15,2012-02-09 00:00:00+00:00
15687966,15,2011-06-06 00:00:00+00:00
187993972,8,2019-06-03 00:00:00+00:00
87058594,8,2015-04-14 00:00:00+00:00
239965484,15,2021-10-10 00:00:00+00:00
212750880,8,2020-07-05 00:00:00+00:00
46115908,11,2013-04-30 00:00:00+00:00
98353238,15,2015-09-29 00:00:00+00:00
168865120,11,2018-08-07 00:00:00+00:00
56880591,11,2013-11-07 00:00:00+00:00
86248742,9,2015-04-01 00:00:00+00:00
163261151,11,2018-05-13 00:00:00+00:00
163420898,11,2018-05-15 00:00:00+00:00
137827039,11,2017-05-02 00:00:00+00:00
63770932,15,2014-03-04 00:00:00+00:00
123246129,15,2016-09-30 00:00:00+00:00
193879148,15,2019-09-09 00:00:00+00:00
31215784,15,2012-07-29 00:00:00+00:00
188279350,8,2019-06-07 00:00:00+00:00
29638883,11,2012-06-23 00:00:00+00:00
232361919,11,2021-05-25 00:00:00+00:00
22829689,15,2012-01-06 00:00:00+00:00
2240198,11,2009-04-13 00:00:00+00:00
181295238,15,2019-02-20 00:00:00+00:00
78412251,8,2014-11-14 00:00:00+00:00
195630805,11,2019-10-09 00:00:00+00:00
91474871,15,2015-06-17 00:00:00+00:00
182255267,11,2019-03-05 00:00:00+00:00
193623140,11,2019-09-04 00:00:00+00:00
38922373,11,2013-01-01 00:00:00+00:00
57833391,11,2013-11-23 00:00:00+00:00
253990562,11,2022-07-06 00:00:00+00:00
187853239,11,2019-05-31 00:00:00+00:00
182632045,11,2019-03-11 00:00:00+00:00
228564170,15,2021-03-22 00:00:00+00:00
181355497,15,2019-02-20 00:00:00+00:00
71452296,8,2014-07-11 00:00:00+00:00
189152945,15,2019-06-21 00:00:00+00:00
77733032,15,2014-11-02 00:00:00+00:00
163741567,11,2018-05-20 00:00:00+00:00
155207981,11,2018-01-17 00:00:00+00:00
247175257,9,2022-02-21 00:00:00+00:00
200161045,15,2019-12-21 00:00:00+00:00
129452740,15,2017-01-03 00:00:00+00:00
16798617,15,2011-06-30 00:00:00+00:00
214639705,15,2020-08-03 00:00:00+00:00
163112235,11,2018-05-10 00:00:00+00:00
247601823,11,2022-03-01 00:00:00+00:00
64690344,15,2014-03-18 00:00:00+00:00
162733973,15,2018-05-04 00:00:00+00:00
214684527,11,2020-08-03 00:00:00+00:00
253220796,15,2022-06-20 00:00:00+00:00
162156616,15,2018-04-26 00:00:00+00:00
219660340,11,2020-10-24 00:00:00+00:00
254056754,11,2022-07-07 00:00:00+00:00
84791079,11,2015-03-07 00:00:00+00:00
57841111,11,2013-11-23 00:00:00+00:00
124525946,4,2016-10-19 00:00:00+00:00
24989782,15,2012-03-01 00:00:00+00:00
15300971,15,2011-05-24 00:00:00+00:00
164359845,15,2018-05-30 00:00:00+00:00
182161907,15,2019-03-04 00:00:00+00:00
117312977,15,2016-07-04 00:00:00+00:00
118823394,9,2016-07-26 00:00:00+00:00
174613602,11,2018-11-05 00:00:00+00:00
213641511,9,2020-07-17 00:00:00+00:00
105778254,15,2016-01-21 00:00:00+00:00
149808361,15,2017-10-24 00:00:00+00:00
3556724,11,2009-08-07 00:00:00+00:00
124041456,15,2016-10-12 00:00:00+00:00
15082789,11,2011-05-16 00:00:00+00:00
23667270,15,2012-01-28 00:00:00+00:00
181198731,11,2019-02-18 00:00:00+00:00
2856673,9,2009-06-09 00:00:00+00:00
106090370,15,2016-01-26 00:00:00+00:00
98603674,11,2015-10-03 00:00:00+00:00
249022828,9,2022-03-29 00:00:00+00:00
130386795,15,2017-01-17 00:00:00+00:00
44445370,15,2013-04-03 00:00:00+00:00
62850942,9,2014-02-18 00:00:00+00:00
235500429,11,2021-07-19 00:00:00+00:00
155980478,15,2018-01-28 00:00:00+00:00
15800861,15,2011-06-09 00:00:00+00:00
144256172,9,2017-08-03 00:00:00+00:00
43522242,9,2013-03-20 00:00:00+00:00
249908361,8,2022-04-15 00:00:00+00:00
72393401,15,2014-07-28 00:00:00+00:00
124829761,15,2016-10-24 00:00:00+00:00
24295544,15,2012-02-13 00:00:00+00:00
131882314,9,2017-02-07 00:00:00+00:00
92190147,15,2015-06-28 00:00:00+00:00
37269478,8,2012-11-29 00:00:00+00:00
239591729,15,2021-10-03 00:00:00+00:00
214337682,9,2020-07-28 00:00:00+00:00
111170650,9,2016-04-05 00:00:00+00:00
142149593,15,2017-07-05 00:00:00+00:00
99147287,8,2015-10-12 00:00:00+00:00
249796352,11,2022-04-13 00:00:00+00:00
149374302,8,2017-10-17 00:00:00+00:00
136549599,11,2017-04-12 00:00:00+00:00
3482803,11,2009-07-31 00:00:00+00:00
131071182,15,2017-01-26 00:00:00+00:00
93431895,11,2015-07-16 00:00:00+00:00
50500711,15,2013-07-15 00:00:00+00:00
239401693,12,2021-09-29 00:00:00+00:00
77320008,15,2014-10-26 00:00:00+00:00
176506266,11,2018-12-05 00:00:00+00:00
83586090,15,2015-02-15 00:00:00+00:00
180774864,15,2019-02-12 00:00:00+00:00
110224013,11,2016-03-22 00:00:00+00:00
43299617,9,2013-03-16 00:00:00+00:00
3589734,8,2009-08-10 00:00:00+00:00
129197211,15,2016-12-29 00:00:00+00:00
77172304,8,2014-10-23 00:00:00+00:00
90750911,15,2015-06-07 00:00:00+00:00
148543926,15,2017-10-05 00:00:00+00:00
116423665,15,2016-06-20 00:00:00+00:00
202147138,11,2020-01-27 00:00:00+00:00
181256816,8,2019-02-19 00:00:00+00:00
73625566,15,2014-08-20 00:00:00+00:00
104143891,15,2015-12-26 00:00:00+00:00
91036220,9,2015-06-11 00:00:00+00:00
157719353,15,2018-02-22 00:00:00+00:00
44082412,15,2013-03-28 00:00:00+00:00
180697922,9,2019-02-11 00:00:00+00:00
232553359,9,2021-05-27 00:00:00+00:00
181236157,9,2019-02-19 00:00:00+00:00
249317676,8,2022-04-04 00:00:00+00:00
78465610,11,2014-11-15 00:00:00+00:00
11585835,15,2010-12-23 00:00:00+00:00
61530181,9,2014-01-28 00:00:00+00:00
239662965,15,2021-10-04 00:00:00+00:00
93657316,15,2015-07-20 00:00:00+00:00
118143948,9,2016-07-16 00:00:00+00:00
137777852,8,2017-05-01 00:00:00+00:00
53414076,15,2013-09-05 00:00:00+00:00
109970250,15,2016-03-18 00:00:00+00:00
161299454,11,2018-04-13 00:00:00+00:00
180603985,15,2019-02-09 00:00:00+00:00
98868355,15,2015-10-07 00:00:00+00:00
104690055,11,2016-01-05 00:00:00+00:00
110724038,12,2016-03-30 00:00:00+00:00
44211893,15,2013-03-31 00:00:00+00:00
15015898,9,2011-05-13 00:00:00+00:00
156286779,12,2018-02-01 00:00:00+00:00
221315892,15,2020-11-21 00:00:00+00:00
119466052,15,2016-08-04 00:00:00+00:00
188087342,8,2019-06-04 00:00:00+00:00
72096542,15,2014-07-23 00:00:00+00:00
111589900,15,2016-04-11 00:00:00+00:00
226503754,11,2021-02-16 00:00:00+00:00
233683478,12,2021-06-16 00:00:00+00:00
206304885,15,2020-04-04 00:00:00+00:00
228831522,9,2021-03-25 00:00:00+00:00
169119949,15,2018-08-11 00:00:00+00:00
167665019,15,2018-07-19 00:00:00+00:00
44575330,15,2013-04-05 00:00:00+00:00
161496938,15,2018-04-17 00:00:00+00:00
228683833,15,2021-03-23 00:00:00+00:00
182128299,12,2019-03-04 00:00:00+00:00
79431530,15,2014-12-02 00:00:00+00:00
79188659,15,2014-11-28 00:00:00+00:00
214970771,15,2020-08-08 00:00:00+00:00
234628983,15,2021-07-03 00:00:00+00:00
138145754,11,2017-05-06 00:00:00+00:00
50490791,15,2013-07-15 00:00:00+00:00
7590976,11,2010-05-14 00:00:00+00:00
84069102,15,2015-02-23 00:00:00+00:00
61661138,8,2014-01-30 00:00:00+00:00
29761233,15,2012-06-26 00:00:00+00:00
25084732,11,2012-03-04 00:00:00+00:00
16089051,15,2011-06-18 00:00:00+00:00
90520896,15,2015-06-03 00:00:00+00:00
72527012,15,2014-07-30 00:00:00+00:00
23161954,8,2012-01-15 00:00:00+00:00
220921721,11,2020-11-15 00:00:00+00:00
124624707,9,2016-10-20 00:00:00+00:00
59282841,15,2013-12-18 00:00:00+00:00
30370195,15,2012-07-10 00:00:00+00:00
71569223,15,2014-07-14 00:00:00+00:00
91956358,11,2015-06-24 00:00:00+00:00
130669388,15,2017-01-20 00:00:00+00:00
51282769,15,2013-07-29 00:00:00+00:00
24234395,15,2012-02-12 00:00:00+00:00
138207958,15,2017-05-07 00:00:00+00:00
124352925,11,2016-10-17 00:00:00+00:00
124273494,9,2016-10-15 00:00:00+00:00
59681375,15,2013-12-26 00:00:00+00:00
52602985,12,2013-08-21 00:00:00+00:00
187705524,9,2019-05-29 00:00:00+00:00
180627068,15,2019-02-10 00:00:00+00:00
44150579,15,2013-03-29 00:00:00+00:00
36342430,15,2012-11-12 00:00:00+00:00
136312801,15,2017-04-09 00:00:00+00:00
123571633,11,2016-10-05 00:00:00+00:00
252263011,15,2022-06-01 00:00:00+00:00
52268003,8,2013-08-15 00:00:00+00:00
212660348,15,2020-07-03 00:00:00+00:00
167670776,15,2018-07-19 00:00:00+00:00
45325892,11,2013-04-17 00:00:00+00:00
234875548,9,2021-07-07 00:00:00+00:00
220313333,15,2020-11-04 00:00:00+00:00
31594371,15,2012-08-07 00:00:00+00:00
233943572,8,2021-06-21 00:00:00+00:00
143339099,15,2017-07-21 00:00:00+00:00
131204875,15,2017-01-27 00:00:00+00:00
30853450,15,2012-07-21 00:00:00+00:00
117040809,15,2016-06-29 00:00:00+00:00
44921890,15,2013-04-11 00:00:00+00:00
59184451,11,2013-12-17 00:00:00+00:00
206827939,11,2020-04-12 00:00:00+00:00
51904044,15,2013-08-08 00:00:00+00:00
50678667,15,2013-07-18 00:00:00+00:00
60519853,15,2014-01-12 00:00:00+00:00
8338836,11,2010-06-28 00:00:00+00:00
131069359,11,2017-01-26 00:00:00+00:00
37123459,15,2012-11-27 00:00:00+00:00
148764612,9,2017-10-09 00:00:00+00:00
103783967,15,2015-12-20 00:00:00+00:00
104158639,11,2015-12-27 00:00:00+00:00
227042925,15,2021-02-25 00:00:00+00:00
168231953,8,2018-07-28 00:00:00+00:00
96815203,15,2015-09-06 00:00:00+00:00
150027833,8,2017-10-27 00:00:00+00:00
18133430,11,2011-08-13 00:00:00+00:00
175414336,8,2018-11-18 00:00:00+00:00
29607734,15,2012-06-22 00:00:00+00:00
118109161,8,2016-07-15 00:00:00+00:00
167747652,9,2018-07-21 00:00:00+00:00
22870890,15,2012-01-07 00:00:00+00:00
45391008,15,2013-04-18 00:00:00+00:00
199713998,8,2019-12-13 00:00:00+00:00
200859919,8,2020-01-06 00:00:00+00:00
84720306,11,2015-03-05 00:00:00+00:00
219146470,11,2020-10-16 00:00:00+00:00
58636975,15,2013-12-07 00:00:00+00:00
164390239,15,2018-05-30 00:00:00+00:00
30338738,15,2012-07-10 00:00:00+00:00
52242500,9,2013-08-15 00:00:00+00:00
155685528,11,2018-01-24 00:00:00+00:00
78237801,15,2014-11-11 00:00:00+00:00
58242920,8,2013-12-01 00:00:00+00:00
238605828,15,2021-09-15 00:00:00+00:00
3942820,8,2009-09-08 00:00:00+00:00
50805342,8,2013-07-21 00:00:00+00:00
99816312,15,2015-10-21 00:00:00+00:00
129588514,15,2017-01-05 00:00:00+00:00
46464662,11,2013-05-07 00:00:00+00:00
241096178,12,2021-10-30 00:00:00+00:00
23926735,15,2012-02-03 00:00:00+00:00
142386054,8,2017-07-08 00:00:00+00:00
111362250,11,2016-04-08 00:00:00+00:00
59542927,15,2013-12-23 00:00:00+00:00
73476866,15,2014-08-17 00:00:00+00:00
29802688,8,2012-06-27 00:00:00+00:00
206718517,9,2020-04-10 00:00:00+00:00
98201615,11,2015-09-27 00:00:00+00:00
30164064,8,2012-07-05 00:00:00+00:00
63689757,8,2014-03-03 00:00:00+00:00
57962229,11,2013-11-26 00:00:00+00:00
72151849,15,2014-07-24 00:00:00+00:00
130491894,9,2017-01-18 00:00:00+00:00
109873413,15,2016-03-17 00:00:00+00:00
144563225,11,2017-08-08 00:00:00+00:00
72105355,15,2014-07-23 00:00:00+00:00
156824938,11,2018-02-09 00:00:00+00:00
200210822,15,2019-12-23 00:00:00+00:00
232138764,8,2021-05-20 00:00:00+00:00
45431102,11,2013-04-19 00:00:00+00:00
59029398,11,2013-12-14 00:00:00+00:00
90915183,15,2015-06-09 00:00:00+00:00
116289856,15,2016-06-17 00:00:00+00:00
233884091,11,2021-06-20 00:00:00+00:00
36715023,15,2012-11-19 00:00:00+00:00
226823223,15,2021-02-21 00:00:00+00:00
86971573,15,2015-04-13 00:00:00+00:00
17774490,15,2011-08-02 00:00:00+00:00
43668524,7,2013-03-21 00:00:00+00:00
91763410,11,2015-06-22 00:00:00+00:00
215449226,15,2020-08-16 00:00:00+00:00
254254190,15,2022-07-11 00:00:00+00:00
45203347,11,2013-04-16 00:00:00+00:00
106655704,15,2016-02-02 00:00:00+00:00
93594428,15,2015-07-19 00:00:00+00:00
155613113,11,2018-01-23 00:00:00+00:00
57430980,11,2013-11-16 00:00:00+00:00
103734556,15,2015-12-18 00:00:00+00:00
162764693,9,2018-05-05 00:00:00+00:00
221359749,15,2020-11-22 00:00:00+00:00
245350167,12,2022-01-19 00:00:00+00:00
67404085,15,2014-05-01 00:00:00+00:00
158382336,15,2018-03-03 00:00:00+00:00
52147861,15,2013-08-13 00:00:00+00:00
240027440,15,2021-10-11 00:00:00+00:00
129810831,15,2017-01-08 00:00:00+00:00
92148153,9,2015-06-27 00:00:00+00:00
65073629,9,2014-03-24 00:00:00+00:00
124194657,8,2016-10-14 00:00:00+00:00
237766180,11,2021-08-30 00:00:00+00:00
221202129,15,2020-11-19 00:00:00+00:00
45065646,8,2013-04-13 00:00:00+00:00
124344530,8,2016-10-17 00:00:00+00:00
83752135,11,2015-02-18 00:00:00+00:00
84179521,15,2015-02-25 00:00:00+00:00
196932398,12,2019-10-30 00:00:00+00:00
170147207,15,2018-08-28 00:00:00+00:00
123633628,8,2016-10-06 00:00:00+00:00
206771998,9,2020-04-11 00:00:00+00:00
131767384,15,2017-02-05 00:00:00+00:00
36688679,15,2012-11-19 00:00:00+00:00
112611689,12,2016-04-25 00:00:00+00:00
57956370,8,2013-11-26 00:00:00+00:00
199718997,15,2019-12-14 00:00:00+00:00
129666736,15,2017-01-06 00:00:00+00:00
186887962,8,2019-05-15 00:00:00+00:00
207669539,12,2020-04-24 00:00:00+00:00
106611801,8,2016-02-02 00:00:00+00:00
58521493,11,2013-12-05 00:00:00+00:00
83705626,15,2015-02-17 00:00:00+00:00
98057333,9,2015-09-24 00:00:00+00:00
232211612,15,2021-05-21 00:00:00+00:00
1360603,4,2009-01-14 00:00:00+00:00
91297678,11,2015-06-15 00:00:00+00:00
85016237,15,2015-03-11 00:00:00+00:00
73418424,8,2014-08-15 00:00:00+00:00
120067042,9,2016-08-14 00:00:00+00:00
40170736,11,2013-01-23 00:00:00+00:00
110316677,15,2016-03-23 00:00:00+00:00
193371393,15,2019-08-31 00:00:00+00:00
143206055,9,2017-07-20 00:00:00+00:00
175741111,11,2018-11-23 00:00:00+00:00
253096837,15,2022-06-17 00:00:00+00:00
24543184,8,2012-02-20 00:00:00+00:00
110026847,8,2016-03-19 00:00:00+00:00
92345794,15,2015-06-30 00:00:00+00:00
181145534,15,2019-02-18 00:00:00+00:00
129592317,15,2017-01-05 00:00:00+00:00
200457678,12,2019-12-28 00:00:00+00:00
9027713,11,2010-08-06 00:00:00+00:00
168380785,15,2018-07-31 00:00:00+00:00
15838748,11,2011-06-10 00:00:00+00:00
180704521,11,2019-02-11 00:00:00+00:00
130786997,11,2017-01-22 00:00:00+00:00
144404925,8,2017-08-05 00:00:00+00:00
235064737,15,2021-07-11 00:00:00+00:00
111980849,11,2016-04-16 00:00:00+00:00
148599093,15,2017-10-06 00:00:00+00:00
135968105,15,2017-04-04 00:00:00+00:00
77759465,11,2014-11-03 00:00:00+00:00
199925344,11,2019-12-17 00:00:00+00:00
43885333,11,2013-03-25 00:00:00+00:00
112142674,9,2016-04-19 00:00:00+00:00
163730498,8,2018-05-20 00:00:00+00:00
162155945,11,2018-04-26 00:00:00+00:00
239627924,11,2021-10-04 00:00:00+00:00
130832803,8,2017-01-23 00:00:00+00:00
213054088,8,2020-07-09 00:00:00+00:00
220760467,11,2020-11-12 00:00:00+00:00
220473263,15,2020-11-07 00:00:00+00:00
130309291,9,2017-01-16 00:00:00+00:00
130339482,12,2017-01-16 00:00:00+00:00
58430924,15,2013-12-04 00:00:00+00:00
142956520,8,2017-07-17 00:00:00+00:00
97583542,15,2015-09-17 00:00:00+00:00
252901752,15,2022-06-14 00:00:00+00:00
37683014,9,2012-12-06 00:00:00+00:00
44027271,11,2013-03-27 00:00:00+00:00
18368222,15,2011-08-21 00:00:00+00:00
50875046,11,2013-07-22 00:00:00+00:00
15626363,15,2011-06-03 00:00:00+00:00
31623761,15,2012-08-07 00:00:00+00:00
51282620,15,2013-07-29 00:00:00+00:00
131827214,15,2017-02-06 00:00:00+00:00
168478847,11,2018-08-01 00:00:00+00:00
90360929,11,2015-06-01 00:00:00+00:00
60963270,11,2014-01-19 00:00:00+00:00
137754786,11,2017-05-01 00:00:00+00:00
254389255,11,2022-07-13 00:00:00+00:00
15618571,15,2011-06-03 00:00:00+00:00
45290751,8,2013-04-17 00:00:00+00:00
64180715,15,2014-03-10 00:00:00+00:00
137739459,11,2017-04-30 00:00:00+00:00
213039931,12,2020-07-09 00:00:00+00:00
149902448,15,2017-10-25 00:00:00+00:00
164530976,15,2018-06-01 00:00:00+00:00
111021907,11,2016-04-04 00:00:00+00:00
85791137,15,2015-03-24 00:00:00+00:00
30871266,15,2012-07-21 00:00:00+00:00
180797310,9,2019-02-12 00:00:00+00:00
105190867,15,2016-01-13 00:00:00+00:00
200808036,11,2020-01-05 00:00:00+00:00
144632336,11,2017-08-09 00:00:00+00:00
39076980,11,2013-01-04 00:00:00+00:00
123375529,15,2016-10-02 00:00:00+00:00
103631834,15,2015-12-17 00:00:00+00:00
247161412,15,2022-02-21 00:00:00+00:00
188375427,15,2019-06-09 00:00:00+00:00
144480138,15,2017-08-07 00:00:00+00:00
24587524,15,2012-02-21 00:00:00+00:00
70303399,15,2014-06-20 00:00:00+00:00
194576493,11,2019-09-20 00:00:00+00:00
24456866,15,2012-02-17 00:00:00+00:00
92060364,8,2015-06-26 00:00:00+00:00
155726972,4,2018-01-24 00:00:00+00:00
72963909,11,2014-08-07 00:00:00+00:00
24228631,11,2012-02-12 00:00:00+00:00
44263085,15,2013-04-01 00:00:00+00:00
73463282,15,2014-08-17 00:00:00+00:00
175732900,15,2018-11-23 00:00:00+00:00
92168291,15,2015-06-28 00:00:00+00:00
142495972,11,2017-07-10 00:00:00+00:00
76958877,8,2014-10-19 00:00:00+00:00
24719539,15,2012-02-24 00:00:00+00:00
252295242,15,2022-06-02 00:00:00+00:00
129375997,15,2017-01-02 00:00:00+00:00
169177288,11,2018-08-12 00:00:00+00:00
159603024,8,2018-03-21 00:00:00+00:00
72750139,15,2014-08-04 00:00:00+00:00
79343727,15,2014-12-01 00:00:00+00:00
181188604,15,2019-02-18 00:00:00+00:00
22682547,8,2012-01-02 00:00:00+00:00
103813104,15,2015-12-20 00:00:00+00:00
180971172,15,2019-02-14 00:00:00+00:00
11879361,8,2011-01-10 00:00:00+00:00
16970145,9,2011-07-06 00:00:00+00:00
106004007,15,2016-01-24 00:00:00+00:00
122632911,15,2016-09-21 00:00:00+00:00
118910334,15,2016-07-27 00:00:00+00:00
59424504,15,2013-12-20 00:00:00+00:00
57635878,9,2013-11-20 00:00:00+00:00
